Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-11-01,-1.736464,53.778246,,0.48,2018-11-01,16,0,0,"Site with detailed planning permission for 1, 2 and 3 bedroomed homes",City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,owned by a public authority,2018-01-15,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9005334REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=L957B2DH0B300&activeTab=summary|https://planning.bradford.gov,permissioned,"Flockton Road, East Bowling",SE/143,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417418.8,431303.4,417509.0477,431408.2976,27700",,,
yes,,2017-11-01,-1.744634,53.791228,,0.86,2018-11-01,100,0,0,prior notifaction plans submitted for conversion to 100 units- acceptabel under permitted development rights,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,other,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9403856FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OLD48MDH02F00&activeTab=summary|https://planning.bradford.gov,permissioned,"New Augustus House and Trust House, Filey Street, City Centre",SE/175,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416866.485,432736.36,416964.8478,432874.11,27700",,,
yes,,2018-11-01,-1.722686,53.771903,,0.06,2018-11-01,7,0,0,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,2017-11-17,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9702337ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OSCV28DH0A600&activeTab=summary|https://planning.bradford.gov,permissioned,64 Tong Street,SE/180,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418351.4,430630.6,418398.95,430675.4,27700",,,
yes,,2018-11-01,-1.712843,53.777133,,0.42,2018-11-01,16,16,19,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OXM2X5DH01H00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ITPBUFDH6A000&activeTab=summary|https://planning.bradford.,not permissioned,"Mead View, Holmewood",SE/181,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418983.75,431207.2795,419059.2003,431270.1997,27700",,,
,,2018-11-01,-1.779473,53.835844,,0.36,2018-11-01,18,18,36,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7806851FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8900713COU&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,East of Victoria Street,SH/014,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414582.6,437715.45,414640.85,437802.23,27700",,,
,,2017-11-01,-1.768222,53.839158,,0.22,2018-11-01,9,9,11,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JESFICDH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K4WUGADHC1000&activeTab=summary|https://planning.bradford.,not permissioned,"Lower Holme Mill, Otley Road, Shipley",SH/017,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415319.25,438091.7468,415379.6907,438158.95,27700",,,
yes,,2017-11-01,-1.793043,53.8345,,0.93,2018-11-01,43,34,42,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,mixed ownership,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8205646FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9202680REG&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,"Queens Road/Ferncliffe Road, Saltaire",SH/042,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413642.3468,437555.9683,413793.8581,437648.9325,27700",,,
yes,,2018-11-01,-1.763257,53.834712,,0.22,2018-11-01,9,0,0,Site with demolition permission and new build,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2016-08-15,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I7OSSXDH12000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I28FRYDH12000&activeTab=summary|https://planning.bradford.,permissioned,"Wrose Brow Road, Shipley",SH/045,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415637.04,437599.0,415741.75,437663.05,27700",,,
yes,,2017-11-01,-1.765841,53.83501,,0.01,2018-11-01,5,0,0,Building with converison permission to 5 apartments,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2015-02-22,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7500220FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7901716COU&activeTab=summary|https://planning.bradford.gov.uk,permissioned,"Leeds Road/Thackley Old Road, Windhill",SH/051,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415497.95,437657.25,415515.84,437674.46,27700",,,
yes,,2017-11-01,-1.941562,53.908625,,4.51,2018-11-01,142,0,0,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JEUMZMDHO2000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7507263OUT&activeTab=summary|https://planning.bradford.gov,pending decision,"Keighley Road, Silsden",SI/020,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=403759.6,445694.2559,404080.2,446001.4,27700",,,
yes,,2017-11-01,-1.964943,53.899154,,1.4,2018-11-01,38,38,50,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IAGRH0DHJ2000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IBWOCYDHL6000&activeTab=summary|https://planning.bradford.,not permissioned,"Former nurses accomodation, north of Airedale hospital",ST/020,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=402310.82,444667.21,402539.7892,444827.4,27700",,,
yes,,2017-11-01,-1.797731,53.795634,,4.37,2018-11-01,98,98,131,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8603709DUMMY&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0203297COU&activeTab=summary|https://planning.bradford.gov.,not permissioned,"Thornton Road/Mumby Street, Girlington",SW/035A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413318.85,433101.8471,413530.1628,433467.2,27700",,,
,,2017-11-01,-1.796391,53.796241,,2.45,2018-11-01,75,75,92,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8702988ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JBYZJEDH8O000&activeTab=summary|https://planning.bradford.gov,not permissioned,"Thornton Road, Girlington",SW/035B,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413414.4846,433187.1807,413605.375,433500.2498,27700",,,
yes,,2017-11-01,-1.775746,53.790835,,1.33,2018-11-01,57,0,0,Site with permission for 57 units,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-01-27,reserved matters approval,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I5XCBLDH86000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J971VHDHV6000&activeTab=summary|https://planning.bradford.,permissioned,"Cottam Avenue, Great Horton",SW/036,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414782.65,432639.25,414944.95,432844.05,27700",,,
,,2017-11-01,-1.765092,53.779564,,1.08,2018-11-01,40,40,48,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8604443NEW&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KDITJYDHFH000&activeTab=summary|https://planning.bradford.gov,not permissioned,"Little Horton Lane, Little Horton",SW/043,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415504.3652,431431.4942,415645.3675,431546.0988,27700",,,
yes,,2017-11-01,-1.757709,53.782984,,0.52,2018-11-01,47,47,117,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JAH0VMDH7B000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LKPXSDDH0B300&activeTab=summary|https://planning.bradford.,not permissioned,"Between Clayton Lane and Lister Arms, Little Horton",SW/047,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416011.5,431820.71,416115.8,431920.0,27700",,,
yes,,2017-11-01,-1.753893,53.787443,,0.79,2018-11-01,71,71,178,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,mixed ownership,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I2A7TBDHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9600516FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,"Junction with Park Road, Manchester Road, Little Horton",SW/048,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416270.49,432293.0216,416344.9,432445.7,27700",,,
yes,,2017-11-01,-1.755387,53.786913,,1.44,2018-11-01,575,575,575,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MIIR4QDH0B200&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OSNQ8NDHLA000&activeTab=summary|https://planning.bradford.,pending decision,"Park Road, Little Horton",SW/049,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416110.7286,432240.4332,416292.5849,432379.6684,27700",,,
yes,,2017-11-01,-1.785567,53.792858,,5.3,2018-11-01,220,0,0,The site has permission for 220 units in outline,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2016-03-07,outline planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7704795REM&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8702311NEW&activeTab=summary|https://planning.bradford.gov.uk,permissioned,"Northside Road, Girlington",SW/061A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414058.7303,432864.3937,414399.5,433076.75,27700",,,
yes,,2017-11-01,-1.789628,53.79264,,4.47,2018-11-01,137,137,168,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2018-03-14,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0203422COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M3P8BUDH0B300&activeTab=summary|https://planning.bradford.gov,not permissioned,"Northside Road, Girlington",SW/061B,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413824.8,432839.11,414106.64,433045.7,27700",,,
yes,,2017-11-01,-1.771721,53.754428,,1.25,2018-11-01,34,34,45,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0100359PN&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OU1YJ3DHM9T00&activeTab=summary|https://planning.bradford.gov.,pending decision,"Common Road, Low Moor",SW/064,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415049.75,428624.59,415291.0306,428744.5625,27700",,,
,,2017-11-01,-1.779946,53.752939,,0.61,2018-11-01,23,23,28,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JXKCDDDH0CH00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OLH4GBDHG2R00&activeTab=summary|https://planning.bradford.,not permissioned,"Lingdale Road, Woodside",SW/065,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414531.51,428466.1184,414653.55,428611.28,27700",,,
yes,,2017-11-01,-1.789292,53.789369,,0.46,2018-11-01,20,0,0,Permission granted in 14/3/18 for 20 houses,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2018-03-14,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JMLNLEDHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7704025FUL&activeTab=summary|https://planning.bradford.gov,permissioned,"Legrams Lane/Northside Terrace, Lidget Green",SW/068,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413968.0956,432478.4867,413991.4225,432688.7818,27700",,,
yes,,2017-11-01,-1.80066,53.756881,,0.37,2018-11-01,21,0,0,Site has new permission for 16 apartments and assisted living block of 4 apartments,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-08-17,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7505174OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JQB3J3DH0EN00&activeTab=summary|https://planning.bradford.gov,permissioned,"Manorley Lane, Woodside",SW/072,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413194.87,428922.45,413288.2,428998.73,27700",,,
yes,,2017-11-01,-1.763494,53.761727,,0.18,2018-11-01,9,0,0,Land with planning permission for 9 units.,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2016-04-19,outline planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9302725COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9501551COU&activeTab=summary|https://planning.bradford.gov.uk,permissioned,"Huddersfield Road, Odsal",SW/074,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415651.2921,429485.4079,415716.7256,429548.2876,27700",,,
yes,,2017-11-01,-1.793061,53.786713,,0.14,2018-11-01,7,0,0,Permission for7 units,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,2018-06-11,outline planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JEHNPQDHHC000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K3FL9ZDH06500&activeTab=summary|https://planning.bradford.,permissioned,"Scholemoor Road, Lidget Green",SW/075,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413692.93,432260.3,413793.5,432326.05,27700",,,
yes,,2017-11-01,-1.78875,53.77719,,0.71,2018-11-01,24,0,0,permission for demolition and re build for 24 large family homes,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2016-06-24,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7400443FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9702828FUL&activeTab=summary|https://planning.bradford.gov.uk,permissioned,"Pannal Street, Great Horton",SW/081A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413967.7751,431172.8724,414071.9,431290.45,27700",,,
,,2017-11-01,-1.788923,53.777762,,0.11,2018-11-01,6,6,11,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7400443FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9702828FUL&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,Land off Great Horton Road,SW/081B,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413977.95,431271.2,414036.94,431310.54,27700",,,
,,2017-11-01,-1.800269,53.782742,,0.21,2018-11-01,6,6,8,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9000377OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K3OX62DHFH000&activeTab=summary|https://planning.bradford.gov,not permissioned,"Paradise Fold, Great Horton",SW/083,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413230.1386,431812.2085,413291.15,431870.9868,27700",,,
yes,,2017-11-01,-1.77254,53.792606,,0.03,2018-11-01,8,0,0,Site with permission after the base date for 8 flats and 4 retail units,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-05-03,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9100386COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7908191OUT&activeTab=summary|https://planning.bradford.gov.uk,permissioned,Legrams Lane/Archibald Street,SW/085,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415069.7825,432931.2118,415093.9749,432959.5239,27700",,,
yes,,2017-11-01,-1.784366,53.780698,,0.06,2018-11-01,6,0,0,Site with permission for 6 town houses,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2016-05-12,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K7DQ61DHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LAA2G9DH0B200&activeTab=summary|https://planning.bradford.,permissioned,Paternoster Square Great Horton,SW/095,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414289.2,431600.4831,414319.0979,431640.6715,27700",,,
yes,,2017-11-01,-1.786119,53.779114,,0.57,2018-11-01,52,52,129,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HVFQKRDHJ6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KQBCKGDH02100&activeTab=summary|https://planning.bradford.,not permissioned,"Harris Court Mill, Great Horton Road, Great Horton",SW/098,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414142.12,431385.65,414253.2462,431508.4,27700",,,
,,2017-11-01,-1.77955,53.775826,,0.22,2018-11-01,9,9,11,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J54IJODHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LDXJRFDH0B200&activeTab=summary|https://planning.bradford.,not permissioned,"Clover Street/Haycliffe Road, Wibsey",SW/105,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414576.0,431047.09,414671.9283,431104.0,27700",,,
yes,,2017-11-01,-1.760121,53.781194,,0.81,2018-11-01,16,0,0,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,mixed ownership,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IUDD0SDH6A000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7605067FUL&activeTab=summary|https://planning.bradford.gov,pending decision,"Newall Street/Bottomley Street Off Manchester Road, Little Horton",SW/113,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415846.9,431595.4,415967.9,431746.9103,27700",,,
yes,,2017-11-01,-1.806353,53.784189,,0.17,2018-11-01,6,0,0,Site with permission for 4 detached homes and 2 semis,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2016-05-06,outline planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7906764FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NJ02A0DHLT000&activeTab=summary|https://planning.bradford.gov,permissioned,Land West Of 67 Bradford Road Clayton,SW/115,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=412824.8,431965.4192,412884.16,432030.85,27700",,,
,,2017-11-01,-1.765226,53.765488,,0.21,2018-11-01,6,6,8,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JDEGG1DH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9004336FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,"Former Odsal Clinic 55 Odsal Road, Odsal",SW/119,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415536.6,429898.6,415610.95,429958.7,27700",,,
yes,,2017-11-01,-1.797224,53.759179,,0.13,2018-11-01,10,0,0,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J68Y5TDH86000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7804581FUL&activeTab=summary|https://planning.bradford.gov,pending decision,"Church Street, Buttershaw",SW/122,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413439.27,429187.65,413490.41,429244.67,27700",,,
yes,,2017-11-01,-1.765291,53.780583,,0.15,2018-11-01,14,0,0,Site with full permission to demolish medical centre and redevelop the site with 14 family homes,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2016-11-07,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IVK07UDHQ6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8095056FUL&activeTab=summary|https://planning.bradford.gov,permissioned,"Little Horton Lane, Little Horton",SW/130,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415543.3468,431561.67,415582.5236,431657.7,27700",,,
,,2017-11-01,-1.760918,53.788952,,0.09,2018-11-01,5,5,5,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0204150LBC&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=N1UOZJDHLT000&activeTab=summary|https://planning.bradford.gov,not permissioned,"Sawrey Place, Little Horton",SW/131,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415833.2651,432521.1677,415867.8,432561.95,27700",,,
yes,,2017-11-01,-1.790482,53.75415,,0.23,2018-11-01,6,6,7,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8300774FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LDQ5WMDH0GF00&activeTab=summary|https://planning.bradford.gov,not permissioned,"Meadway, Wibsey",SW/134,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413891.6639,428634.1963,413940.39,428695.1594,27700",,,
yes,,2017-11-01,-1.756111,53.778086,,0.08,2018-11-01,6,0,0,Site with detailed permission in place for redevelopment to 6 units,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2015-05-07,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OW9TQBDHFSY00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0101010FUL&activeTab=summary|https://planning.bradford.gov,permissioned,"The Prince of Wales Inn, 244 Bowling Old Lane",SW/140,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416150.87,431310.6,416186.73,431355.43,27700",,,
